Variable,Importancia,Participacion_pct,Tipo
departamento,91.28233891944905,93.42425784244051,Sociodemográfica
nivel_formacion,5.093069887291987,5.212577591595392,Académica
sexo,1.039860167889156,1.0642602456833097,Sociodemográfica
modalidad_credito,0.20349880976063012,0.20827386215950838,Académica
estrato,0.08855259207522218,0.09063045812128434,Sociodemográfica
